title,tags,dates,text
"NA Markets: California carbon allowances decline ahead of 2020, RGGI prices stagnate","Americas,Canada,US","Published 22:28 on January 2, 2020  /  Last updated at 23:10 on January 5, 2020  /  ","California Carbon Allowance (CCA) prices dipped on the secondary market after Christmas on thin volume, with RGGI Allowances (RGAs) remaining unchanged week-on-week ahead of New Jersey’s entrance into the scheme."
RFS Market: RIN prices sink to multi-year lows over holiday period,"Americas,RINs & LCFS,US","Published 19:12 on January 2, 2020  /  Last updated at 23:10 on January 5, 2020  /  ","US Renewable Fuel Standard (RFS) biofuel credit prices retreated into the single digits over the past week, driven by several factors coalescing over the year end holiday period."
California-registered ETS accounts rise with new general market participants,"Americas,Canada,US","Published 17:25 on January 2, 2020  /  Last updated at 23:10 on January 5, 2020  /  ","Fourteen entities opened Compliance Instrument Tracking System Service (CITSS) accounts in the California cap-and-trade programme during the fourth quarter as the total number climbed to 717, according to data released this week by state regulator ARB."
"California distributes 856k offsets to close out the year, as 2019 total halves","Americas,Canada,US,Voluntary Market","Published 21:36 on December 24, 2019  /  Last updated at 00:55 on January 3, 2020  /  ","California regulator ARB doled out some 855,700 offsets in mid-December on a flurry of credits from ozone-depleting substance (ODS) projects, with the total number of California Carbon Offsets (CCOs) issued in 2019 falling by more than half compared to the previous year, according to state data published Dec. 24."
"WCI Q1 auction volume drops to 65.7 mln current, future vintage allowances","Americas,Canada,US","Published 20:18 on December 20, 2019  /  Last updated at 20:18 on December 20, 2019  /  ","California and Quebec will auction off 65.7 million current and future vintage allowances on Feb. 19, as the quarterly sales fall significantly from 2019 levels."
US EPA finalises 2020 Renewable Fuel Standard quotas with few changes,"Americas,RINs & LCFS,US","Published 15:03 on December 20, 2019  /  Last updated at 18:02 on December 20, 2019  /  ","The US EPA finalised its biofuel quotas under the Renewable Fuel Standard (RFS) on Thursday, with the rule containing small tweaks from the draft released earlier this year."
"NA Markets: WCI permits hit 4-mth high after option expiry, RGGI inches up on spreads","Americas,Canada,US","Published 21:16 on December 19, 2019  /  Last updated at 00:55 on December 20, 2019  /  ","California Carbon Allowance (CCA) prices rose sharply after the options expiry this week to hit a four-month high, while RGGI Allowances (RGA) inched up as traders positioned themselves for the new year."
Nodal Exchange set to launch first physically-delivered California LCFS contract,"Americas,RINs & LCFS,US","Published 13:04 on December 19, 2019  /  Last updated at 00:49 on December 20, 2019  /  ",US-based Nodal Exchange will launch two California Low Carbon Fuel Standard (LCFS) contracts in the new year that would be physically-delivered rather than financially-settled.
Offset usage in Cali. CO2 market hits 2.2% in 2018 as total emissions rise to 320.9 Mt,"Americas,Canada,US","Published 20:23 on December 18, 2019  /  Last updated at 21:49 on December 18, 2019  /  ","California compliance entities used fewer carbon offsets at the November interim compliance deadline for 2018 emissions compared to previous years, while total power sector CO2 output rose with indirect emissions, according to regulator ARB data released Wednesday."
"Court approves PG&E bankruptcy proposal, wildfire settlements","Americas,Canada,US","Published 17:10 on December 18, 2019  /  Last updated at 22:10 on December 18, 2019  /  ","A bankruptcy judge approved a Pacific Gas & Electric (PG&E) proposal with $24.5 billion in wildfire settlements on Tuesday, bolstering the company’s chances of emerging from proceedings by mid-2020."
"CBL announces strategic moves in US offset, CORSIA aviation carbon markets","Africa,Americas,Asia Pacific,Aviation/CORSIA,EMEA,International,Kyoto Mechanisms,New Market Mechanisms,Other APAC,REDD,South & Central,Switzerland,US,Voluntary Market","Published 14:41 on December 18, 2019  /  Last updated at 17:28 on December 18, 2019  /  ","Trading platform CBL Markets has announced two major developments that it says will help it build a commanding market share while improving confidence in major burgeoning carbon markets, including US offsets and ICAO’s CORSIA scheme for international aviation."
TCI jurisdictions sketch future design of US transport ETS in draft MOU,"Americas,US","Published 16:36 on December 17, 2019  /  Last updated at 00:59 on December 18, 2019  /  ","The US Transportation and Climate Initiative (TCI) will aim to cut fuel sector emissions by as much a quarter over a 10-year period, while implementing a variety of mechanisms borrowed from the RGGI power sector carbon market, according to a draft Memorandum of Understand (MOU) released Tuesday."
TCI draft MOU will include multiple policy scenarios -sources,"Americas,US","Published 22:54 on December 16, 2019  /  Last updated at 00:10 on December 17, 2019  /  ",The Transportation and Climate Initiative (TCI) draft Memorandum of Understanding (MOU) will include several policy options as the jurisdictions seek feedback on the final structure of the regional transportation ETS.
New Jersey Senate passes RGGI participation bill,"Americas,US","Published 22:53 on December 16, 2019  /  Last updated at 00:45 on December 17, 2019  /  ",The New Jersey Senate approved a bill Monday that would cement the state’s participation in the Northeast RGGI ETS ahead of the Garden State’s re-entrance next year.
WCI offset projects eye transfer to California’s LCFS scheme,"Americas,RINs & LCFS,US","Published 18:11 on December 16, 2019  /  Last updated at 18:11 on December 16, 2019  /  ","Three California-registered offset projects are looking to transfer into the state’s Low Carbon Fuel Standard (LCFS) next year, with higher prices in the complimentary programme incentivising such a transition, participants said."
COP25: Testing Article 6 talks delayed for second year after marathon UN climate summit,"Africa,Americas,Asia Pacific,Australia,Aviation/CORSIA,Canada,China,Climate Talks,EMEA,EU ETS,International,Japan,Kyoto Mechanisms,Mexico,Middle East,New Market Mechanisms,New Zealand,Other APAC,REDD,South & Central,South Korea,Switzerland,US,Voluntary Market","Published 13:19 on December 15, 2019  /  Last updated at 23:31 on January 5, 2020  /  ","Marathon UN climate talks in Madrid finished on Sunday afternoon without agreeing rules for international emissions trade under the Paris Agreement’s Article 6, as beleaguered hosts Chile pushed the record-long summit to try to broker a deal on a handful of sticking points. "
"COP25: Roundup for Saturday and Sunday, Dec. 14-15","Africa,Americas,Asia Pacific,Australia,Canada,China,Climate Talks,EMEA,International,Japan,Kyoto Mechanisms,Mexico,Middle East,New Market Mechanisms,New Zealand,Other APAC,REDD,South & Central,South Korea,Switzerland,US,Voluntary Market","Published 09:47 on December 14, 2019  /  Last updated at 08:51 on December 15, 2019  /  ","A marathon overnight session to develop an outcome for the UN climate summit was widely panned on Saturday morning, while negotiations on the highly contentious Article 6 rulebook for Paris-era international emissions trade continued. "
